City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,melekeok village,7.4957,134.6367,30.41,74,81,6.58,PW,1690178400
364,galveston,29.3669,-94.9669,27.74,86,30,2.3,US,1690178400
365,east wenatchee bench,47.4257,-120.2812,27.84,38,0,3.57,US,1690178400
366,la gi,10.6667,107.7833,29.18,73,85,6.54,VN,1690178400
367,yashkul',46.1711,45.3435,28.11,49,97,3.16,RU,1690178400
368,nahiyat al fuhud,30.9697,46.7228,41.94,12,1,5.42,IQ,1690178400
369,prachuap khiri khan,12.2167,99.75,24.44,82,100,2.08,TH,1690178400
370,buka,40.8108,69.1986,38.37,17,13,3.27,UZ,1690178400
371,kavaratti,10.5669,72.642,28.26,81,99,9.0,IN,1690178400
372,chernyshevskiy,63.0128,112.4714,30.47,33,30,2.31,RU,1690178400
373,cole harbour,44.6724,-63.4751,19.81,97,8,1.93,CA,1690178400
374,el granada,37.5027,-122.4694,15.34,82,52,2.18,US,1690178400
375,zeya,53.75,127.2667,31.71,28,96,3.05,RU,1690178400
376,tambacounda,13.7539,-13.7586,25.05,90,99,2.09,SN,1690178400
377,belyy yar,53.6039,91.3903,21.43,70,44,1.91,RU,1690178400
378,daru,-9.0763,143.2092,25.68,66,56,3.95,PG,1690178400
379,sept-iles,50.2001,-66.3821,16.26,98,78,0.81,CA,1690178400
380,rundu,-17.9333,19.7667,13.75,33,10,2.46,NA,1690178400
381,essaouira,31.5125,-9.77,20.39,91,1,7.31,MA,1690178400
382,emmett,43.8735,-116.4993,31.0,22,98,2.91,US,1690178400
383,south valley,35.0101,-106.6781,29.73,21,20,2.77,US,1690178400
384,tanhacu,-14.0214,-41.2481,18.39,90,8,1.2,BR,1690178400
385,tago,9.0211,126.2317,32.54,68,100,1.38,PH,1690178400
386,constantia,44.1833,28.65,24.44,63,0,2.25,RO,1690178400
387,tolanaro,-25.0319,46.9987,22.5,81,5,0.61,MG,1690178400
388,porto franco,-6.3383,-47.3992,21.51,43,4,1.67,BR,1690178400
389,dhoro naro,25.5,69.5667,33.71,65,98,2.44,PK,1690178400
390,shakhtersk,48.0625,38.5167,21.7,81,89,5.58,UA,1690178400
391,nynashamn,58.9034,17.9479,16.5,82,93,3.61,SE,1690178400
392,tura,25.5198,90.2201,30.28,82,96,1.9,IN,1690178400
393,yuni,13.4192,122.4833,27.51,82,100,5.21,PH,1690178400
394,glace bay,46.1969,-59.957,19.92,98,100,2.07,CA,1690178400
395,addiet canna,11.2667,37.4833,16.03,92,100,2.1,ET,1690178400
396,meizhou,24.2977,116.1072,33.22,65,95,0.52,CN,1690178400
397,nchelenge,-9.3451,28.734,18.5,60,0,3.11,ZM,1690178400
398,fartura,-23.3883,-49.51,17.26,67,6,1.71,BR,1690178400
399,jinchang,38.4953,102.1739,34.03,12,73,4.74,CN,1690178400
400,babruysk,53.15,29.2333,15.63,89,100,3.17,BY,1690178400
401,barra do garcas,-15.89,-52.2567,19.4,47,0,1.18,BR,1690178400
402,maebashi,36.3911,139.0608,35.24,37,68,2.88,JP,1690178400
403,ikovka,55.6089,64.9375,23.27,58,18,4.99,RU,1690178400
404,pokaran,26.9167,71.9167,36.17,51,94,5.33,IN,1690178400
405,i-n-salah,27.1935,2.4607,34.24,10,0,3.48,DZ,1690178400
406,karagandy,49.8019,73.1021,27.91,36,41,5.71,KZ,1690178400
407,strezhevoy,60.7333,77.5889,26.71,45,53,0.91,RU,1690178400
408,macae,-22.3708,-41.7869,18.99,94,1,4.16,BR,1690178400
409,santa cruz de tenerife,28.4682,-16.2546,21.42,84,92,6.99,ES,1690178400
410,hidrolandia,-4.4081,-40.4378,25.91,51,88,0.46,BR,1690178400
411,coahuayana de hidalgo,18.7,-103.6583,26.5,83,79,1.77,MX,1690178400
412,buon ma thuot,12.6667,108.05,26.84,87,85,2.33,VN,1690178400
413,chenzhou,25.8,113.0333,34.92,53,97,1.31,CN,1690178400
414,bartica,6.4,-58.6167,24.26,99,70,0.26,GY,1690178400
415,amasra,41.7463,32.3863,23.97,81,17,2.01,TR,1690178400
416,north bend,43.4065,-124.2243,16.41,84,13,0.88,US,1690178400
417,crane,31.3974,-102.3501,32.68,23,47,4.03,US,1690178400
418,miquelon,47.0975,-56.3814,17.45,100,100,6.68,PM,1690178400
419,hobyo,5.3505,48.5268,28.21,71,74,11.62,SO,1690178400
420,nova vicosa,-17.8919,-39.3719,21.61,84,13,3.04,BR,1690178400
421,cockburn town,21.4612,-71.1419,27.81,82,5,7.34,TC,1690178400
422,na klang,17.3072,102.1889,32.19,65,74,1.56,TH,1690178400
423,seminole,28.7086,-81.2081,26.6,82,32,2.51,US,1690178400
424,okha,53.5739,142.9478,24.0,45,44,3.8,RU,1690178400
425,karratha,-20.7377,116.8463,21.13,38,0,9.77,AU,1690178400
426,ciudad rio bravo,25.9833,-98.1,29.77,71,5,2.43,MX,1690178400
427,qamdo,31.1667,97.2333,7.9,83,100,2.71,CN,1690178400
428,najaf,31.9985,44.3398,41.15,19,0,6.05,IQ,1690178400
429,chibougamau,49.9168,-74.3659,14.81,74,53,1.39,CA,1690178400
430,pingliang,35.5392,106.6861,28.77,44,72,5.97,CN,1690178400
431,ajdabiya,30.7554,20.2263,32.71,32,0,3.74,LY,1690178400
432,yenotayevka,47.2456,47.0281,26.92,70,82,2.37,RU,1690178400
433,nadi,-17.8,177.4167,25.77,71,78,2.58,FJ,1690178400
434,benemerito de las americas,16.5167,-90.6439,23.39,100,76,0.07,MX,1690178400
435,drayton valley,53.2168,-114.9854,19.16,93,96,1.75,CA,1690178400
436,puerto aysen,-45.4,-72.7,-0.74,97,100,1.51,CL,1690178400
437,dolinsk,47.35,142.8,17.81,98,100,2.17,RU,1690178400
438,smara,26.7384,-11.6719,19.34,83,1,5.75,EH,1690178400
439,saint-joseph,-21.3667,55.6167,22.07,80,27,5.49,RE,1690178400
440,nogliki,51.8333,143.1667,22.08,69,94,2.88,RU,1690178400
441,sandpoint,48.2766,-116.5533,24.03,43,19,0.59,US,1690178400
442,geraldton,-28.7667,114.6,21.84,33,0,5.87,AU,1690178400
443,al qubbah,32.7616,22.2424,31.13,33,0,8.15,LY,1690178400
444,olinda,-8.0089,-34.8553,23.53,90,44,5.21,BR,1690178400
445,san angelo,31.4638,-100.437,31.3,26,11,6.76,US,1690178400
446,mamou,10.5,-12.0,20.42,97,93,0.9,GN,1690178400
447,sao jose da coroa grande,-8.8978,-35.1478,23.69,83,31,3.75,BR,1690178400
448,quincy,42.2529,-71.0023,20.75,75,0,2.63,US,1690178400
449,hilo,19.7297,-155.09,25.45,86,97,1.64,US,1690178400
450,auki,-8.7676,160.7034,24.39,93,100,2.8,SB,1690178400
451,fort bragg,35.139,-79.006,22.61,96,83,2.15,US,1690178400
452,suva,-18.1416,178.4415,23.99,75,77,2.92,FJ,1690178400
453,yanbu,24.0891,38.0637,33.52,69,25,0.57,SA,1690178400
454,shixing,24.9482,114.0657,34.94,61,76,1.92,CN,1690178400
455,santa maria da vitoria,-13.3947,-44.1886,21.97,64,81,2.2,BR,1690178400
456,dolbeau-mistassini,48.8763,-72.212,15.85,73,56,1.37,CA,1690178400
457,sola,-13.8833,167.55,24.75,96,100,8.24,VU,1690178400
458,tafuna,-14.3358,-170.72,27.52,77,18,6.27,AS,1690178400
459,lambesc,43.6531,5.2628,23.54,67,28,3.4,FR,1690178400
460,chos malal,-37.3781,-70.2709,1.89,88,97,0.29,AR,1690178400
461,cassilandia,-19.1133,-51.7342,18.72,50,0,1.36,BR,1690178400
462,nema,57.5067,50.5011,14.6,93,100,1.8,RU,1690178400
463,minas de marcona,-15.2119,-75.1103,12.38,88,51,4.88,PE,1690178400
464,kodiak,57.79,-152.4072,15.76,71,16,3.86,US,1690178400
465,kabansk,52.0486,106.6528,16.44,91,100,2.1,RU,1690178400
466,lo prado,-33.4443,-70.7255,9.3,83,83,0.49,CL,1690178400
467,broome,42.2506,-75.833,18.46,84,57,1.42,US,1690178400
468,mollendo,-17.0231,-72.0147,16.38,82,91,2.15,PE,1690178400
469,sumbawa besar,-8.5,117.4333,32.61,44,42,4.74,ID,1690178400
470,gorontalo,0.5412,123.0595,30.11,62,81,4.31,ID,1690178400
471,happy valley-goose bay,53.3168,-60.3315,18.26,91,48,0.58,CA,1690178400
472,korla,41.7597,86.1469,35.07,22,96,1.1,CN,1690178400
473,danville,36.586,-79.395,20.34,94,38,0.48,US,1690178400
474,shibganj,24.6829,88.1598,35.24,58,52,3.44,BD,1690178400
475,zapata,26.9073,-99.2714,32.85,50,59,4.89,US,1690178400
476,neiafu,-18.65,-173.9833,25.51,71,38,5.56,TO,1690178400
477,shannon,52.7039,-8.8642,12.09,91,25,2.15,IE,1690178400
478,heroica ciudad de tlaxiaco,17.2667,-97.6833,15.57,93,100,0.55,MX,1690178400
479,al kharijah,25.4514,30.5464,34.31,23,16,5.15,EG,1690178400
480,hovd,48.0056,91.6419,26.88,21,28,2.25,MN,1690178400
481,sinjar,36.3209,41.8754,38.2,14,0,1.24,IQ,1690178400
482,kavieng,-2.5744,150.7967,28.42,76,72,5.12,PG,1690178400
483,limulunga,-15.0969,23.1376,15.44,52,13,2.91,ZM,1690178400
484,la sarre,48.8002,-79.1996,15.58,93,95,1.93,CA,1690178400
485,camana,-16.6228,-72.7111,17.02,81,82,2.45,PE,1690178400
486,huarmey,-10.0681,-78.1522,19.85,83,3,4.3,PE,1690178400
487,vyetka,52.5591,31.1794,18.05,77,80,4.64,BY,1690178400
488,boyolangu,-8.1181,111.8935,28.56,87,40,3.64,ID,1690178400
489,sretensk,52.2453,117.7093,21.85,77,99,1.73,RU,1690178400
490,sarangani,5.4033,125.4636,27.73,79,97,7.48,PH,1690178400
491,yemetsk,63.4721,41.7941,15.85,93,98,3.93,RU,1690178400
492,luderitz,-26.6481,15.1594,12.75,63,100,6.6,NA,1690178400
493,zheleznogorsk,52.331,35.3711,17.37,79,89,3.74,RU,1690178400
494,nikolayevsk,50.0282,45.4595,22.59,73,98,3.75,RU,1690178400
495,aubenas,44.6201,4.3899,20.57,85,81,1.37,FR,1690178400
496,hinton,53.4001,-117.5857,17.53,88,75,2.02,CA,1690178400
497,labrador city,52.9463,-66.9114,15.25,95,42,2.31,CA,1690178400
498,al marj,32.488,20.8317,31.55,42,0,3.5,LY,1690178400
499,bondo,3.8146,23.6866,22.35,97,36,1.18,CD,1690178400
500,sao miguel do araguaia,-13.275,-50.1628,22.04,38,2,1.63,BR,1690178400
501,hluti,-27.2167,31.6167,14.99,75,100,1.96,SZ,1690178400
502,balykchy,42.4557,76.1861,24.46,51,0,2.07,KG,1690178400
503,aoulef,26.9667,1.0833,35.58,9,43,4.44,DZ,1690178400
504,belle fourche,44.6714,-103.8522,26.13,29,55,2.06,US,1690178400
505,teloloapan,18.35,-99.85,16.12,98,77,0.21,MX,1690178400
506,lamu,-2.2717,40.902,25.37,82,45,6.39,KE,1690178400
507,mthatha,-31.5889,28.7844,9.63,76,79,2.32,ZA,1690178400
508,montepuez,-13.1256,38.9997,21.09,77,0,2.94,MZ,1690178400
509,pudasjarvi,65.3833,26.9167,13.09,92,100,1.89,FI,1690178400
510,arkalyk,50.2486,66.9114,25.38,45,63,2.26,KZ,1690178400
511,santa rosalia,27.3167,-112.2833,30.31,61,43,2.36,MX,1690178400
512,woolgoolga,-30.1106,153.2007,18.34,60,47,7.62,AU,1690178400
513,forster,-32.1667,152.5167,16.5,66,23,3.66,AU,1690178400
514,serenje,-13.2325,30.2352,16.41,77,0,3.23,ZM,1690178400
515,manadhoo,5.7667,73.3833,28.48,78,100,5.61,MV,1690178400
516,kalmunai,7.4167,81.8167,32.16,62,100,0.69,LK,1690178400
517,istgah-e rah ahan-e garmsar,35.2346,52.3094,35.67,15,8,7.58,IR,1690178400
518,aljezur,37.3191,-8.8033,17.26,97,6,3.71,PT,1690178400
519,nambucca,-30.6333,152.9833,18.19,55,44,5.79,AU,1690178400
520,bryne,58.7354,5.6477,14.37,88,47,1.8,NO,1690178400
521,rumoi,43.9344,141.6428,22.8,93,100,1.82,JP,1690178400
522,goroka,-6.0834,145.3873,22.21,68,99,0.93,PG,1690178400
523,erenhot,43.6475,111.9767,28.75,32,64,0.29,CN,1690178400
524,dompu,-8.5356,118.4622,29.51,56,56,1.15,ID,1690178400
525,barra de santo antonio,-9.4047,-35.5072,22.97,84,20,4.05,BR,1690178400
526,nerchinsk,51.9833,116.5833,24.34,59,94,0.16,RU,1690178400
527,villa hernandarias,-31.231,-59.985,13.84,49,100,6.61,AR,1690178400
528,xiva,41.3783,60.3639,39.48,15,0,2.09,UZ,1690178400
529,selfoss,63.9331,-20.9971,11.57,80,100,0.26,IS,1690178400
530,pitimbu,-7.4706,-34.8086,23.73,83,16,5.17,BR,1690178400
531,pangai,-19.8,-174.35,24.32,67,16,6.35,TO,1690178400
532,revda,56.801,59.9303,21.34,62,13,3.23,RU,1690178400
533,saudarkrokur,65.7461,-19.6394,9.9,95,100,0.37,IS,1690178400
534,saint-leu,-21.15,55.2833,23.04,82,5,1.9,RE,1690178400
535,sur,22.5667,59.5289,28.82,75,100,3.19,OM,1690178400
536,kill devil hills,36.0307,-75.676,26.68,80,27,4.61,US,1690178400
537,codrington,-38.2667,141.9667,13.7,70,93,5.54,AU,1690178400
538,zhumysker,49.3333,49.4,29.54,44,80,4.49,KZ,1690178400
539,onguday,50.75,86.15,20.14,52,95,2.04,RU,1690178400
540,nuevitas,21.5453,-77.2644,25.82,87,0,3.12,CU,1690178400
541,oranjemund,-28.55,16.4333,11.0,89,100,4.58,NA,1690178400
542,isangel,-19.55,169.2667,23.31,66,100,4.53,VU,1690178400
543,gonzales,30.2385,-90.9201,26.39,80,58,1.9,US,1690178400
544,island harbour,50.724,-1.2758,15.66,90,93,3.48,GB,1690178400
545,antalaha,-14.9003,50.2788,24.54,81,13,3.2,MG,1690178400
546,ouled mimoun,34.9047,-1.0339,25.75,36,13,1.6,DZ,1690178400
547,argostolion,38.1811,20.489,32.09,47,0,2.03,GR,1690178400
